Track name,Artist name,Album,Playlist name,Type,ISRC,Amazon - id
"Em Sandeham Ledu","Sunitha","Oohalu Gusagusalade (Original Motion Picture Soundtrack)","My Likes","Playlist","FRX282126778","B098F41D4P"
"Naalo Maimarapu","Mohana Bogaraju","Oh Baby","My Likes","Playlist","INA091816524","B07STWHM66"
"Gallanthe (From ""Eagle"")","Davzand","Gallanthe (From ""Eagle"")","My Likes","Playlist","IND292212521","B0CR1MR7JQ"
"Chuttamalle (From ""Devara Part 1"")","Anirudh Ravichander","Chuttamalle (From ""Devara Part 1"")","My Likes","Playlist","INS182402313","B0DC6Z83JJ"
"Challaga","G.V.Prakash Kumar","Raja Rani (Original Motion Picture Soundtrack)","My Likes","Playlist","INT201300519","B072625QDC"
"Srimathi Garu","G.V.Prakash Kumar","Lucky Baskhar","My Likes","Playlist","INA092419373","B0D7H4P42F"
"Mental Madhilo","Jonita Gandhi","OK Bangaram (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171500441","B00WNE6VXG"
"Vellake","Bharatt-Saurabh","Vellake","My Likes","Playlist","INS172302373","B0C4V5VY8K"
"Adiyae Kolluthey","Thamarai","Vaaranam Aayiram (Original Motion Picture Soundtrack)","My Likes","Playlist","INS170816330","B008MZXRO6"
"Erimalayin Magale","Jerard Felix","Erimalayin Magale","My Likes","Playlist","DGA062340461","B0CBVMK586"
"Asha Pasham","Anurag Kulkarni","Care Of Kancharapalem","My Likes","Playlist","INA091816226","B07KMJC8SV"
"Daavudi (From ""Devara Part 1"") - Telugu","Nakash Aziz","Daavudi (From ""Devara Part 1"") - Telugu","My Likes","Playlist","INS182402596","B0DG2SNLPP"
"Red Sea (From ""Devara Part 1"")","Anirudh Ravichander","Red Sea (From ""Devara Part 1"")","My Likes","Playlist","INS182402662","B0DGV5CLR3"
"Adhento Gaani Vunnapaatuga","Anirudh Ravichander","Jersey","My Likes","Playlist","INZ031404952","B07NRH4RLL"
"Aanati Devadasu","Shalmali Kholgade","Dohchay","My Likes","Playlist","INL161500105","B0GWMQ1GPB"
"Garam Garam (From ""Saripodhaa Sanivaaram"")","Jakes Bejoy","Garam Garam (From ""Saripodhaa Sanivaaram"")","My Likes","Playlist","INS172409080","B0D73VM695"
"Avunanna","Naresh Iyer","Leader","My Likes","Playlist","INA090912342","B0752Y1MP9"
"Seven (feat. Latto) [Explicit]","Jung Kook","Seven (Weekend Ver.) [Explicit]","My Likes","Playlist","USA2P2330093","B0CCC483LX"
"Belong Together","Mark Ambor","Rockwood [Explicit]","My Likes","Playlist","QM24S2400638","B0D7KXD2L7"
"Beautiful Things","Benson Boone","Fireworks & Rollerblades","My Likes","Playlist","USWB12307016","B0CY49T417"
"Too Sweet","Hozier","Unheard","My Likes","Playlist","IEACJ2300335","B0CY4NYMNR"
"Espresso [Explicit]","Sabrina Carpenter","Short n' Sweet [Explicit]","My Likes","Playlist","USUM72403305","B0D645CBG6"
"Ye Kadha","Jonita Gandhi","Kerintha","My Likes","Playlist","INA091514831","B07534BZMX"
"Strangers","Kenya Grace","Strangers","My Likes","Playlist","USWB12305048","B0CGMMDYF5"
"Adire Hrudayam","Karthik","RX 100","My Likes","Playlist","INH102202127","B09WD5G7SV"
"Valu Kalla Vayyari","Karthik","Mass","My Likes","Playlist","INA090409969","B07568PPQB"
"Neevevvaro","Saindhavi","NH4 - Bangalore to Chennai (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171300242","B00CCVD6SS"
"Waiting For You","KK","Oye","My Likes","Playlist","INA090912165","B0753474DV"
"Souraa (From ""Bharateeyudu 2"")","Anirudh Ravichander","Souraa (From ""Bharateeyudu 2"")","My Likes","Playlist","INS172408852","B0D4VDCTGW"
"Oru Maalai","Karthik","Ghajini (Original Motion Picture Soundtrack)","My Likes","Playlist","INM300500153","B0786HPLSF"
"Cake By The Ocean [Clean]","DNCE","DNCE [Clean]","My Likes","Playlist","USUM71514636","B073SQ8QS2"
"Dark Horse [feat. Juicy J]","Katy Perry","PRISM (Deluxe)","My Likes","Playlist","USUM71311296","B073Q7BZKS"
"Manasae Guuvai","Karthi","Naa Peru Shiva","My Likes","Playlist","INS181301954","B074XP98TB"
"Priyathama","Sonu Nigam","Ullasagna Uthsahanga","My Likes","Playlist","INA090811462","B07568VY2L"
"Everybody","Shaan","Chukkallo Chandrudu","My Likes","Playlist","INA090710898","B0752DNLKC"
"Fear Song (From ""Devara Part 1"") - Telugu","Anirudh Ravichander","Fear Song (From ""Devara Part 1"") - Telugu","My Likes","Playlist","INS182401562","B0D4JVNRPG"
"Zaalima","Arijit Singh","Raees","My Likes","Playlist","INZ031401982","B074K2KYH7"
"Ik Vaari Aa","Arijit Singh","Raabta","My Likes","Playlist","INS181700712","B074W1V83M"
"Lakshar Pori","Thaman S","Jabardasth","My Likes","Playlist","INA091313875","B07568ZL77"
"Inthajare Inthajare","Thaman S","Love Failure (Original Motion Picture Soundtrack)","My Likes","Playlist","INT201200340","B072LZWR3Q"
"Parvathi Parvathi","Thaman S","Love Failure (Original Motion Picture Soundtrack)","My Likes","Playlist","INT201200339","B0728MX9FN"
"Sakkarakatti","Hiphop Tamizha","Meesaya Murukku (Original Motion Picture Soundtrack)","My Likes","Playlist","INT201701478","B074JCHJ1L"
"Aasa Kooda (From ""Think Indie"")","Sai Abhyankkar","Aasa Kooda (From ""Think Indie"")","My Likes","Playlist","INT202404685","B0D6QQB1KS"
"Ta Takkara (Complex Song) (From ""Kalki 2898 AD"") (Telugu)","Sanjith Hegde","Ta Takkara (Complex Song) (From ""Kalki 2898 AD"") (Telugu)","My Likes","Playlist","INH102408327","B0D8BT1649"
"Crazy Feeling","Prudhvi Chandra","Nenu Sailaja","My Likes","Playlist","INA091515013","B0752V2G39"
"Hungry Cheetah (From ""They Call Him OG"")","Thaman S","Hungry Cheetah (From ""They Call Him OG"")","My Likes","Playlist","INS172308525","B0CH6KB1WN"
"Bhairava Anthem (From ""Kalki 2898 Ad"") (Telugu)","Diljit Dosanjh","Bhairava Anthem (From ""Kalki 2898 Ad"") (Telugu)","My Likes","Playlist","INH102408011","B0D77NCLYC"
"Jabilli Nuvve","Ranjith","Ramayya Vasthavayya","My Likes","Playlist","INA091314247","B07533WV1W"
"Aradhya","Hesham Abdul Wahab","Kushi (Telugu)","My Likes","Playlist","INH102309906","B0CGTBY7T3"
"Na Roja Nuvve","Hesham Abdul Wahab","Kushi (Telugu)","My Likes","Playlist","INH102306927","B0CGTF1ZNM"
"Kushi Title Song (From ""Kushi"") (Telugu)","Hesham Abdul Wahab","Kushi Title Song (From ""Kushi"") (Telugu)","My Likes","Playlist","INH102310772","B0CD2D9463"
"Chaleya (From ""Jawan"")","Arijit Singh","Chaleya (From ""Jawan"")","My Likes","Playlist","INS182302348","B0CFK5CVFG"
"Raghunandana (From ""HanuMan"") [Hindi]","GowraHari","Raghunandana (From ""HanuMan"") [Hindi]","My Likes","Playlist","INT102400696","B0CW3B6Q45"
"Hukum - Thalaivar Alappara - Tamil (From ""Jailer"")","Anirudh Ravichander","Hukum - Thalaivar Alappara - Tamil (From ""Jailer"")","My Likes","Playlist","QMBZ92351475","B0CC1S34G4"
"Meghaalu Lekunna [Explicit]","Yazin Nizar","Kumari 21 F","My Likes","Playlist","INA091514977","B07531KCXL"
"Chinnadhana","Raja Hasan","Ishq","My Likes","Playlist","INA091213296","B07568618H"
"Ninnila","Armaan Malik","Tholi Prema","My Likes","Playlist","INA091715663","B07KMHS16L"
"Aradhya (From ""Kushi"") (Telugu)","Hesham Abdul Wahab","Aradhya (From ""Kushi"") (Telugu)","My Likes","Playlist","INH102309906","B0CBMYTQ11"
"Anuvanuvuu","Sunny M.R.","Om Bheem Bush","My Likes","Playlist","INA092319208","B0CZ42HDF4"
"Choosi Chudangane","Anurag Kulkarni","Chalo","My Likes","Playlist","INA091715609","B07KMF7R67"
"Uppenantha","KK","Aarya - 2 (Original Motion Picture Soundtrack)","My Likes","Playlist","INS170900435","B003FEO3Y2"
"Sriram Narayana","Surya","Annamayya Keerthanas","My Likes","Playlist","INM8J2200236","B0FPXLWVH8"
"Yemaindho Teliyadu Naaku","Karthik","MCA","My Likes","Playlist","INA091715619","B07KMGKMFT"
"Gudilo Badilo Madilo","MLR Karthikeyan","DJ","My Likes","Playlist","INA091715477","B075325S84"
"Apudo Ipudo","Devi Sri Prasad","Bommarillu","My Likes","Playlist","INA090930389","B07532KLG7"
"Gallo Thelina","Tippu","Jalsa","My Likes","Playlist","INA090811340","B075654FYP"
"Leharaayi","Sid Sriram","Most Eligible Bachelor","My Likes","Playlist","INA092117734","B09GB24DXM"
"Inthalo Ennenni Vinthalo Male","Naresh Iyer","Karthikeya","My Likes","Playlist","INA091414562","B075355GRM"
"Pillaa Raa","Anurag Kulkarni","RX 100","My Likes","Playlist","INH102202128","B09WCVCL25"
"Nijanga Nenena","Karthik","Kothabangarulokam","My Likes","Playlist","INA090811574","B07568CP7L"
"Hoyna Hoyna","Anirudh Ravichander","Gang Leader (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171902739","B07XD9YQHZ"
"Urike Urike (From ""Hit 2"")","Sid Sriram","Urike Urike (From ""Hit 2"")","My Likes","Playlist","INH102216408","B0BLW2L8W4"
"Idhi Chala Baagundhi Le","Sid Sriram","Sehari","My Likes","Playlist","INA092117685","B09BF8RDMY"
"Hello Rammante","Vijay Prakash","Orange","My Likes","Playlist","INA091012544","B07568K2SK"
"Gulabi Kallu Rendu Mullu","Javed Ali","Govindudu Andarivaadele","My Likes","Playlist","INA091414665","B0752VKM57"
"Panchadaara [Explicit]","Anooj Guruvala","Magadheera","My Likes","Playlist","INA090912210","B07531BNH6"
"Follow Follow","N. T. Rama Rao Jr.","Nannaku Prematho","My Likes","Playlist","INT131500500","B074JXMM6L"
"Inkem Inkem Inkem Kaavaale","Sid Sriram","Geetha Govindam","My Likes","Playlist","INA091816158","B07KMFHFSP"
"Naalo Chilipi Kala (Theme Song)","Yazin Nizar","Lover","My Likes","Playlist","INA091816145","B07KWR3MVJ"
"Yevandoi Nani Garu","Divya Kumar","MCA","My Likes","Playlist","INA091715620","B07KMF5XQT"
"MCA","Nakash Aziz","MCA","My Likes","Playlist","INA091715601","B07KMFFY2K"
"Ninnu Chudagaane","Devi Sri Prasad","Attarrintiki Daaredi","My Likes","Playlist","INA091314166","B07567PSWV"
"Seeti Maar","Jaspreet Jasz","DJ","My Likes","Playlist","INA091715480","B075336L5M"
"Top Lesi Poddi","Sagar","Idharammayilatho","My Likes","Playlist","INA091314076","B07569M9NZ"
"Jatha Kalise","Sagar","Srimanthudu","My Likes","Playlist","INA091514904","B0752YSWZW"
"Dhimmathirigae","Simha","Srimanthudu","My Likes","Playlist","INA091514908","B075329WK7"
"Charuseela","Yazin Nizar","Srimanthudu","My Likes","Playlist","INA091514905","B07532VZ7P"
"Choododhu","Karthik","Pokiri","My Likes","Playlist","INA090610442","B0752V7TND"
"Nandanandanaa (From ""The Family Star"")","Sid Sriram","Nandanandanaa (From ""The Family Star"")","My Likes","Playlist","INS182400380","B0CV5CT1X8"
"Bujji Theme (From ""Kalki 2898 AD"")","Santhosh Narayanan","Bujji Theme (From ""Kalki 2898 AD"")","My Likes","Playlist","INH102407610","B0D5B9H87N"
"Love U Raa","Deepu","Chirutha","My Likes","Playlist","INA090711187","B07568VLKW"
"Chamka Chamka","Ranjith","Chirutha","My Likes","Playlist","INA090711189","B0756997BG"
"Oorugalle","Karthik","Sainikudu","My Likes","Playlist","INA090931854","B07532YBMR"
"Yedhi Yedhi","Shaan","Yeto Vellipoyindhi Manasu (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171200453","B0097S4XZY"
"Nee Kavithaigala (From ""Maragatha Naanayam"")","Pradeep Kumar","I Love Pradeep Kumar","My Likes","Playlist","INT201701329","B07DNTHD9B"
"Vilambara Idaiveli (From ""Imaikkaa Nodigal"")","Hiphop Tamizha","Vilambara Idaiveli (From ""Imaikkaa Nodigal"")","My Likes","Playlist","INT201801640","B07B7NP914"
"Kathi Lanti Pilla","Thaman S","Naayak","My Likes","Playlist","INA091213819","B07568P9J4"
"Endhuko Emo","Aalap Raju","Rangam","My Likes","Playlist","INA091112832","B07569RGRM"
"Ee Manchullo","Sri Ram Partha Sarthy","Rangam","My Likes","Playlist","INA091112834","B07568FDTN"
"Adi Enti Okkasari - Nee La Yevaru","Arijit Singh","Swamy Ra Ra","My Likes","Playlist","INH101300196","B0752DG9DR"
"O Madhu","Adnan Sami","Julai","My Likes","Playlist","INA091213449","B07568VC3M"
"Peddha Peddha Kallathoti","Yazin Nizar","Hello Guru Prema Kosame","My Likes","Playlist","INA091816256","B07KMHKLV4"
"Madhuramu Kadha","Shreya Ghoshal","The Family Star","My Likes","Playlist","INS182401032","B0CZTDV3C8"
"One Love","Blue","One Love","My Likes","Playlist","GBAAA0200939","B0071KKB06"
"Look What You Made Me Do","Taylor Swift","reputation","My Likes","Playlist","USCJY1750000","B077F5HVKD"
"Nandanandanaa","Sid Sriram","The Family Star","My Likes","Playlist","INS182400380","B0CZTCFHPC"
"Chukkala Chunni","Anurag Kulkarni","Sr Kalyanamandapam","My Likes","Playlist","INM6G2000103","B0GX9L6HNH"
"As It Was","Harry Styles","Harry's House","My Likes","Playlist","USSM12200612","B09WTYVBRV"
"Kadhal Kan Kattudhe (From ""Kaaki Sattai"")","Anirudh Ravichander","Rockstar Anirudh Special","My Likes","Playlist","IND291400177","B0CH7C7GH9"
"Maruvaarthai - Restrung Version","Darbuka Siva","Enai Noki Paayum Thota (Original Motion Picture Soundtrack)","My Likes","Playlist","IND291705060","B0C6L474MG"
"Don'u Don'u Don'u (From ""Maari"") (The Don's Romance)","Anirudh Ravichander","Chill Level : Anirudh Ravichander [Explicit]","My Likes","Playlist","INS171500893","B074H8XDL2"
"Rowdy Baby (From ""Maari 2"")","Dhanush","U1 For Life","My Likes","Playlist","IND291823075","B0CH4Q1XD4"
"Yanthara Lokapu Sundarive","A. R. Rahman","2.0 (Telugu) [Original Motion Picture Soundtrack]","My Likes","Playlist","IND291705122","B0CFW1PJPS"
"Jinthaak Chithaka (From ""Dhamaka"")","Bheems Ceciroleo","Jinthaak Chithaka (From ""Dhamaka"")","My Likes","Playlist","IND292205130","B0CFLRNQ66"
"Karu Karu","Harris Jayaraj","Patchai Kili Muthucharam (Original Motion Picture Soundtrack)","My Likes","Playlist","IND292205841","B0CH6ZFHG8"
"Unakkul Naane (Reprise)","Harris Jayaraj","Patchai Kili Muthucharam (Original Motion Picture Soundtrack)","My Likes","Playlist","IND292205840","B0CH72DS18"
"Nee Nanna Olavu","Judah Sandhy","Chamak (Original Motion Picture Soundtrack)","My Likes","Playlist","IND291705618","B0CFW2R8QR"
"Cheliya Cheliya","Ranjith","Nenu Rowdy Ne (Original Motion Picture Soundtrack)","My Likes","Playlist","IND291600474","B0CFX8BKY3"
"Dhruva Dhruva","Amit Mishra","Dhruva","My Likes","Playlist","INA091615311","B0756B8ZN8"
"Gusa Gusa Lade","Karthik","Gentleman","My Likes","Playlist","INA091615156","B0752Z4SC5"
"Evare","Vijay Yesudas","Premam","My Likes","Playlist","INA091615247","B07534HF4D"
"Ee Babu Gariki...","Suraj Santosh","Pelli Choopulu (Original Motion Picture Soundtrack)","My Likes","Playlist","INS231635935","B0FNRKLJ6S"
"Ye Kannulu Chudani Chitrame","Sid Sriram","Ardhashathabdam","My Likes","Playlist","INA092117398","B08WJ2FCXJ"
"Wow. [Explicit]","Post Malone","The Diamond Collection (Deluxe) [Explicit]","My Likes","Playlist","USUM71822626","B0CCBRNQBT"
"Ee Single Chinnode","Benny Dayal","Paagal","My Likes","Playlist","INA092117636","B096FXPN4Y"
"Oh! Shanthi Shanthi","S.P. Charan","Vaaranam Aayiram (Original Motion Picture Soundtrack)","My Likes","Playlist","INS170816334","B008MZXTCQ"
"O Maahi","Pritam","Dunki","My Likes","Playlist","INS182303559","B0CQPH8LHS"
"rockstar [feat. 21 Savage] [Explicit]","Post Malone","The Diamond Collection (Deluxe) [Explicit]","My Likes","Playlist","USUM71710087","B0CCBPM91K"
"Despacito (Remix) [feat. Justin Bieber]","Daddy Yankee","VIDA","My Likes","Playlist","USUM71703825","B07M59GBXV"
"Candy Paint [Explicit]","Post Malone","The Diamond Collection (Deluxe) [Explicit]","My Likes","Playlist","USUM71711842","B0CCBWYMV2"
"Mi Gente","Willy William","Vibras","My Likes","Playlist","FR22F1701790","B07BZK1H9X"
"Scared of the Dark [feat. XXXTENTACION]","Lil Wayne","Spider-Man: Into the Spider-Verse (Deluxe Edition / Soundtrack From & Inspired By The Motion Picture)","My Likes","Playlist","USUM71820737","B07NY3JQKZ"
"Eastside","benny blanco","FRIENDS KEEP SECRETS [Explicit]","My Likes","Playlist","USUM71809132","B07KZ6D8VM"
"Havana","Camila Cabello","Camila","My Likes","Playlist","USSM11706905","B077XPVT72"
"Old Town Road","Lil Nas X","7 [Explicit]","My Likes","Playlist","USSM11901941","B07TCB85WP"
"Let Me Down Slowly","Alec Benjamin","Narrated For You","My Likes","Playlist","USAT21802284","B07K4XYS1T"
"Girls Like You (Cardi B Version) [feat. Cardi B] [Explicit]","Maroon 5","Red Pill Blues (Deluxe) [Explicit]","My Likes","Playlist","USUM71805272","B07DLZGF2T"
"Attention","Charlie Puth","Voicenotes","My Likes","Playlist","USAT21700928","B07666K59B"
"Sunflower (Spider-Man: Into the Spider-Verse)","Post Malone","Spider-Man: Into the Spider-Verse (Deluxe Edition / Soundtrack From & Inspired By The Motion Picture)","My Likes","Playlist","USUM71814888","B07P1339MS"
"The Humma Song","Badshah","OK Jaanu (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171603168","B01N10ZQWU"
"Oo Antava Oo Oo Antava","Indravathi Chauhan","Pushpa - The Rise","My Likes","Playlist","INA092117886","B09NDTZZY4"
"June Pothe","Arun","Neevalle Neevalle","My Likes","Playlist","INA090710839","B07568SB2K"
"Panjaa","Yuvan Shankar Raja","Panjaa","My Likes","Playlist","INA091113172","B07568J4BW"
"Adaraku","Vishwa","Athadu","My Likes","Playlist","INA090710905","B075696W95"
"Excuse Me Rakshasi (From ""Ninu Veedani Needanu Nene"")","Thaman S","Excuse Me Rakshasi (From ""Ninu Veedani Needanu Nene"")","My Likes","Playlist","INT201902070","B07TQD4GY7"
"Julai","Suchith Suresan","Julai","My Likes","Playlist","INA091213448","B07568KGKZ"
"Nuvvasthanante","K. S. Chithra","Varsham","My Likes","Playlist","INA090309750","B07568P7XR"
"Anjanadri Theme Song (From ""HanuMan"") [Telugu]","GowraHari","HanuMan (Original Motion Picture Soundtrack) [Telugu]","My Likes","Playlist","INT102400359","B0D7W8LMJF"
"Choosa Choosa","Padmalatha","Dhruva","My Likes","Playlist","INA091615312","B07566B26Q"
"Oh My Baby","Thaman S","Guntur Kaaram","My Likes","Playlist","INA092318999","B0CPYJLT55"
"Mawaa Enthaina","Thaman S","Guntur Kaaram","My Likes","Playlist","INA092319035","B0CRWKL6KD"
"Bon Appétit [feat. Migos]","Katy Perry","Witness (Deluxe) [Explicit]","My Likes","Playlist","USUM71702488","B07DKXQXKJ"
"Asalelaa","Shakthisree Gopalan","Hi Nanna - Telugu","My Likes","Playlist","INS182303577","B0CQ576K6W"
"3D (feat. Jack Harlow) (Clean Ver.)","Jung Kook","3D : The Remixes [Explicit]","My Likes","Playlist","USA2P2348311","B0CJZW79W3"
"Okka Kshanam Nuvvne Vissiru","Vijai Bulganin","Oh Kshnam Navvune Visuru","My Likes","Playlist","INM6G2020015","B0GXBLCCWH"
"Maan Meri Jaan","King","Champagne Talk [Explicit]","My Likes","Playlist","INW272200083","B0BHMFSJZQ"
"Nira (From ""Takkar"")","Sid Sriram","Nira (From ""Takkar"")","My Likes","Playlist","INT202002161","B0857DGYPR"
"Flowers","Miley Cyrus","Endless Summer Vacation [Explicit]","My Likes","Playlist","USSM12209777","B0BS2S4WXN"
"Pilla Padesaave","Yuvan Shankar Raja","Love Today (Telugu) (Original Motion Picture Soundtrack)","My Likes","Playlist","INS172223751","B0BN1GQTCL"
"Monna Kanipinchavu","Naresh Iyer","Surya S/o Krishnan (Original Motion Picture Soundtrack)","My Likes","Playlist","INS170816367","B008MZXG92"
"Maate Vinadhuga","Sid Sriram","Taxiwaala","My Likes","Playlist","INA091816090","B07KMFSCNR"
"Hello","Armaan Malik","Hello!","My Likes","Playlist","INA091715613","B07KMH9QPR"
"Rait Zara Si","Arijit Singh","Atrangi Re","My Likes","Playlist","INS182115958","B09N3V78Z3"
"Soch Na Sake","Arijit Singh","Airlift","My Likes","Playlist","INS181502137","B074W4BMK5"
"Enna Sona","Arijit Singh","OK Jaanu (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171603185","B01MUARCAJ"
"Tujhe Kitna Chahne Lage","Arijit Singh","Kabir Singh","My Likes","Playlist","INS181902088","B07SZC37TJ"
"Ae Dil Hai Mushkil Title Track","Arijit Singh","Ae Dil Hai Mushkil (Original Motion Picture Soundtrack) [Deluxe Edition]","My Likes","Playlist","INS171602089","B01NA79B51"
"Phir Bhi Tumko Chaahunga","Mithoon","Half Girlfriend","My Likes","Playlist","INZ031402279","B074K64L3B"
"Varsham Munduga","Sunitha","Sega","My Likes","Playlist","INA091112874","B07569LW1L"
"Idhe Idhe (From ""Hi Nanna"")","Hesham Abdul Wahab","Idhe Idhe (From ""Hi Nanna"")","My Likes","Playlist","INS182303517","B0CPLWMPDH"
"Rowdy Baby","Dhanush","Maari 2 (Original Motion Picture Soundtrack)","My Likes","Playlist","IND291812974","B0CFRM5PJZ"
"Odiyamma (From ""Hi Nanna"")","Hesham Abdul Wahab","Odiyamma (From ""Hi Nanna"") - Telugu","My Likes","Playlist","INS182303440","B0CP44X31H"
"Evarevaro","Vishal Mishra","ANIMAL - TELUGU","My Likes","Playlist","INS182303390","B0CNY46XVJ"
"Heat Waves","Glass Animals","Dreamland [Explicit]","My Likes","Playlist","GBUM72000433","B08777WQB2"
"Tere Vaaste","Sachin-Jigar","Zara Hatke Zara Bachke","My Likes","Playlist","INH102307782","B0C6M7FKCP"
"Ye Mantramo","Bobo Shashi","Andala Rakshasi (Original Motion Picture Soundtrack)","My Likes","Playlist","FRX872031440","B08KG1J912"
"Hey Manasendukila","Armaan Malik","Ichata Vahanumulu Niluparadu","My Likes","Playlist","INA092117421","B08WP91PRF"
"Emai Pothane","Praveen Lakkaraju","O Pitta Katha","My Likes","Playlist","INH102202554","B09WD2X7YF"
"Om Namasthey","Neeraj Sridhar","Ready","My Likes","Playlist","INA090811497","B07568XKPX"
"Mara O Mara","Suchith Suresan","Tadakha","My Likes","Playlist","INA091314046","B075MXXZZF"
"I Hate Love Stories","Naveen Madhav","Greekuveerudu","My Likes","Playlist","INA091314000","B075688WBL"
"Kiss Me Baby","Thaman S","Mahanubhavudu","My Likes","Playlist","INH102201905","B09WD1YQJ4"
"Oh Priya Priya","Adnan Sami","Ishq","My Likes","Playlist","INA091213294","B075672YMR"
"Nuvvu Nenu Jattu","Benny Dayal","Oh My Friend","My Likes","Playlist","INA091113110","B07569C81J"
"Padhe Padhe","Anirudh Ravichander","Jersey","My Likes","Playlist","INZ031405281","B07QHW73PB"
"Melikalu","Narendra","Cameraman Gangatho Rambabu","My Likes","Playlist","INA091213624","B0756B8W8V"
"Merise Merise","Haricharan","Hello!","My Likes","Playlist","INA091715612","B07KMFKKQK"
"Skechers [Explicit]","DripReport","Skechers [Explicit]","My Likes","Playlist","QZFYX2083092","B086CFHLV3"
"Idhedho Bagundhe","Vijay Prakash","Mirchi","My Likes","Playlist","INA091213855","B07568BQW2"
"Neethoney Dance","Hiphop Tamizha","Dhruva","My Likes","Playlist","INA091615314","B075699K79"
"Under The Influence [Clean]","Chris Brown","Indigo (Extended) [Clean]","My Likes","Playlist","USRC11902744","B07YGWLKNF"
"Gaali Vaaluga","Anirudh Ravichander","Agnyaathavaasi","My Likes","Playlist","INA091715627","B07KM99LH1"
"Jamna Paar","Tony Kakkar","Jamna Paar","My Likes","Playlist","USA2P2344237","B0CH3BQ3K5"
"Ishq Wala Love","Salim Merchant","Student of the Year (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171200643","B00949XJGU"
"Players [Explicit]","Coi Leray","COI [Explicit]","My Likes","Playlist","USUM72222387","B0C7YXLSLQ"
"Tharagathi Gadhi","Kaala Bhairava","Colour Photo","My Likes","Playlist","INA092016931","B08GSP73BW"
"June Ponal","Krish","Unnale Unnale","My Likes","Playlist","INH100630198","B0752PX32K"
"Reppakelaa Vodhaarpu","Shakthisree Gopalan","Ganga","My Likes","Playlist","INA091514816","B0752CCMRD"
"Ammaadi (From ""Hi Nanna"")","Shakthisree Gopalan","Ammaadi (From ""Hi Nanna"")","My Likes","Playlist","INS182303116","B0CMJB2GVX"
"Dheere Dheere","Yo Yo Honey Singh","Dheere Dheere","My Likes","Playlist","INS181501371","B074W4FGTR"
"Oosupodu","Hemachandra","Fidaa","My Likes","Playlist","INA091715507","B07567Q36Q"
"Kothaga","Sagar","MCA","My Likes","Playlist","INA091715602","B07KMGWPJD"
"Ninnele","Anurag Kulkarni","Radhe Shyam","My Likes","Playlist","INS182200017","B09VCS59BL"
"Baguntundhi Nuvvu Navvithe (From ""Atithi Devobhava"")","Shekar Chandra","Baguntundhi Nuvvu Navvithe (From ""Atithi Devobhava"")","My Likes","Playlist","INS172104013","B09H6W8B1T"
"Siri Siri Muvvallona (From ""Ranga Ranga Vaibhavanga"")","Devi Sri Prasad","Siri Siri Muvvallona (From ""Ranga Ranga Vaibhavanga"")","My Likes","Playlist","INS172204805","B0B88219WT"
"Welcome To New York (Taylor's Version)","Taylor Swift","1989 (Taylor's Version)","My Likes","Playlist","USUG12306672","B0CJH7H6Q9"
"Chiru Chiru","Tanvi Shah","Awaara (Original Motion Picture Soundtrack)","My Likes","Playlist","INS171100753","B00QUCS4O6"
"Desi Kalakaar","Yo Yo Honey Singh","Desi Kalakaar","My Likes","Playlist","INS181402052","B074VVJY2D"
"Love Me Again","Sooraj Santhosh","Nannaku Prematho","My Likes","Playlist","INT131500503","B074JX1BPS"
"Paint The Town Red [Explicit]","Doja Cat","Paint The Town Red [Explicit]","My Likes","Playlist","USRC12300907","B0CD2QZMSP"
"Baitikochi Chuste","Anirudh Ravichander","Agnyaathavaasi","My Likes","Playlist","INA091715595","B07KM4XBF6"
"Kani Penchina Ma Ammake","Bharath","Manam","My Likes","Playlist","INA091414528","B075333DK3"
"Hulala","Sweekar Agasthi","Express Raja","My Likes","Playlist","INA091515008","B0752VXPLV"
"Diamond Girl","STR","Baadshah","My Likes","Playlist","INA091313978","B075686WQL"
"Chakkani Bike Undi","Tippu","Julai","My Likes","Playlist","INA091213450","B07568Z188"
"Padithinammo","Vishwa","Nenu Naa Raakshasi","My Likes","Playlist","INS181300710","B074XN4F8W"
"Barbie Girl","Jaspreet Jasz","Mirchi","My Likes","Playlist","INA091213857","B07568CTL8"
"Pyar Mein Padipoya","Indu Nagaraj","Potugadu","My Likes","Playlist","INA091314232","B07568DR64"
"Hawa Hawa","Karthik","Rabhasa","My Likes","Playlist","INA091414635","B07525CMMP"
"Psycho Saiyaan (From ""Saaho"") [Explicit]","Anirudh Ravichander","Psycho Saiyaan (From ""Saaho"")","My Likes","Playlist","INS181904012","B07TYF36P9"
"Inka Cheppale","Rahul Nambiar","Seethamma Vakitlo Sirimalle Chettu","My Likes","Playlist","INA091213826","B0756861DH"
"Champesaave Nannu","Kapil","Nenu Local","My Likes","Playlist","INA091715357","B0752TK66Q"
"Nenante Naaku","Adnan Sami","Oosaravelli","My Likes","Playlist","INA091113074","B07568H13X"
"Arere Yekkada","Naresh Iyer","Nenu Local","My Likes","Playlist","INA091715355","B07531QD67"
